Index,Locus tag,Ra,Ra_UNIPROT,#Name,Accession,Start,Stop,Strand,GeneID,Locus,Protein product,Length,Protein Name
2355,Rv2371,mra:MRA_2394,A5U564,chromosome,NC_000962.3,2651753,2651938,+,885141,PE_PGRS40,YP_177875.1,61,PE-PGRS family protein PE_PGRS40
2356,Rv2372c,mra:MRA_2395,A5U565,chromosome,NC_000962.3,2652037,2652825,-,885926,,NP_216888.1,262,rRNA small subunit methyltransferase E
2357,Rv2373c,mra:MRA_2396,A5U566,chromosome,NC_000962.3,2652839,2653987,-,886023,dnaJ2,NP_216889.1,382,chaperone protein DnaJ
2358,Rv2374c,mra:MRA_2397,A5U567,chromosome,NC_000962.3,2654062,2655093,-,885924,hrcA,NP_216890.1,343,heat-inducible transcription repressor HrcA
2359,Rv2375,mra:MRA_2398,A5U568,chromosome,NC_000962.3,2655265,2655582,+,885520,,NP_216891.1,105,hypothetical protein Rv2375
2360,Rv2376c,mra:MRA_2399,A5U569,chromosome,NC_000962.3,2655609,2656115,-,885515,cfp2,NP_216892.1,168,low molecular weight antigen MTB12
2361,Rv2377c,mra:MRA_2400,A5U570,chromosome,NC_000962.3,2656215,2656430,-,885968,,NP_216893.1,71,hypothetical protein Rv2377c
2362,Rv2378c,mra:MRA_2401,A5U571,chromosome,NC_000962.3,2656408,2657703,-,885648,mbtG,NP_216894.1,431,L-lysine N6-monooxygenase
2363,Rv2379c,mra:MRA_2402,A5U572,chromosome,NC_000962.3,2657700,2662085,-,885874,mbtF,NP_216895.1,1461,peptide synthetase
2364,Rv2380c,mra:MRA_2403,A5U573,chromosome,NC_000962.3,2662067,2667115,-,885822,mbtE,NP_216896.3,1682,peptide synthetase
2365,Rv2381c,mra:MRA_2404,A5U574,chromosome,NC_000962.3,2667255,2670269,-,885850,mbtD,NP_216897.1,1004,polyketide synthetase
2366,Rv2382c,mra:MRA_2405,A5U575,chromosome,NC_000962.3,2670269,2671603,-,885908,mbtC,NP_216898.1,444,polyketide synthetase
2367,Rv2383c,mra:MRA_2406,A5U576,chromosome,NC_000962.3,2671593,2675837,-,885838,mbtB,NP_216899.1,1414,phenyloxazoline synthase
2368,Rv2384,mra:MRA_2407,A5U577,chromosome,NC_000962.3,2675936,2677633,+,885833,mbtA,NP_216900.1,565,bifunctional salicyl-AMP ligase/salicyl-S-ArCP synthetase
2369,Rv2385,mra:MRA_2408,A5U578,chromosome,NC_000962.3,2677729,2678649,+,885927,mbtJ,YP_177876.1,306,acetyl hydrolase
2370,Rv2386c,mra:MRA_2409,A5U579,chromosome,NC_000962.3,2678653,2680005,-,885823,mbtI,YP_177877.1,450,salicylate synthase
2371,Rv2386a,mra:MRA_2410,A5U580,chromosome,NC_000962.3,2680458,2680667,+,19394680,,YP_009030039.1,69,hypothetical protein Rv2386a
2372,Rv2387,mra:MRA_2411,A5U581,chromosome,NC_000962.3,2680765,2682018,+,885302,,NP_216903.1,417,hypothetical protein Rv2387
2373,Rv2388c,mra:MRA_2412,A5U582,chromosome,NC_000962.3,2682015,2683142,-,885300,hemN,NP_216904.1,375,oxygen-independent coproporphyrinogen III oxidase
2374,Rv2389c,mra:MRA_2413,A5U583,chromosome,NC_000962.3,2683248,2683712,-,885246,rpfD,NP_216905.1,154,resuscitation-promoting factor RpfD
2375,Rv2390c,mra:MRA_2414,A5U584,chromosome,NC_000962.3,2683709,2684266,-,885866,,NP_216906.1,185,hypothetical protein Rv2390c
2376,Rv2391,mra:MRA_2415,A5U585,chromosome,NC_000962.3,2684679,2686370,+,885472,sirA,NP_216907.1,563,sulfite reductase
2377,Rv2392,mra:MRA_2416,A5U586,chromosome,NC_000962.3,2686367,2687131,+,885250,cysH,NP_216908.1,254,phosphoadenosine phosphosulfate reductase
2378,Rv2393,mra:MRA_2417,A5U587,chromosome,NC_000962.3,2687128,2687973,+,885508,che1,NP_216909.1,281,ferrochelatase
2379,Rv2394,mra:MRA_2418,A5U588,chromosome,NC_000962.3,2688010,2689941,+,885867,ggtB,NP_216910.1,643,gamma-glutamyltranspeptidase precursor GgtB
2380,Rv2395,mra:MRA_2419,A5U589,chromosome,NC_000962.3,2690072,2692075,+,885303,,NP_216911.1,667,integral membrane protein
2381,Rv2395A,,,chromosome,NC_000962.3,2692224,2692439,+,14515893,aprA,YP_007411091.1,71,acid and phagosome regulated protein AprA
2382,Rv2395B,,,chromosome,NC_000962.3,2692551,2692715,+,14515879,aprB,YP_007411092.1,54,acid and phagosome regulated protein AprB
2383,Rv2396,mra:MRA_2420,A5U590,chromosome,NC_000962.3,2692799,2693884,+,885517,PE_PGRS41,YP_177878.1,361,acid and phagosome regulated protein AprC
2384,Rv2397c,mra:MRA_2421,A5U591,chromosome,NC_000962.3,2693909,2694964,-,885663,cysA1,YP_177879.1,351,sulfate ABC transporter ATP-binding protein CysA
2385,Rv2398c,mra:MRA_2422,A5U592,chromosome,NC_000962.3,2694981,2695799,-,885305,cysW,NP_216914.1,272,sulfate ABC transporter permease CysW
2386,Rv2399c,mra:MRA_2423,A5U593,chromosome,NC_000962.3,2695796,2696647,-,885301,cysT,NP_216915.1,283,sulfate ABC transporter permease CysT
2387,Rv2400c,mra:MRA_2424,A5U594,chromosome,NC_000962.3,2696644,2697714,-,885299,subI,NP_216916.1,356,sulfate ABC transporter substrate-binding lipoprotein SubI
2388,Rv2401,,,chromosome,NC_000962.3,2697728,2698057,+,885664,,NP_216917.2,109,hypothetical protein Rv2401
2389,Rv2401A,mra:MRA_2425,A5U595,chromosome,NC_000962.3,2698042,2698245,-,3205070,,YP_177670.1,67,membrane protein
2390,Rv2402,mra:MRA_2426,A5U596,chromosome,NC_000962.3,2698529,2700457,+,885661,,NP_216918.3,642,trehalase
2391,Rv2403c,mra:MRA_2427,A5U597,chromosome,NC_000962.3,2700535,2701290,-,885513,lppR,NP_216919.1,251,lipoprotein LppR
2392,Rv2404c,mra:MRA_2428,A5U598,chromosome,NC_000962.3,2701287,2703248,-,885475,lepA,NP_216920.1,653,GTP-binding protein LepA
2393,Rv2405,mra:MRA_2429,A5U599,chromosome,NC_000962.3,2703269,2703838,+,885507,,NP_216921.1,189,hypothetical protein Rv2405
2394,Rv2406c,mra:MRA_2430,A5U5A0,chromosome,NC_000962.3,2704009,2704437,-,885156,,NP_216922.1,142,hypothetical protein Rv2406c
2395,Rv2407,mra:MRA_2431,A5U5A1,chromosome,NC_000962.3,2704697,2705518,+,885684,,NP_216923.1,273,ribonuclease Z
2396,Rv2408,mra:MRA_2433,A5U5A3,chromosome,NC_000962.3,2705762,2706736,+,885511,PE24,YP_177880.2,324,PE family protein PE24
2397,Rv2409c,mra:MRA_2434,A5U5A4,chromosome,NC_000962.3,2706494,2707333,-,885674,,NP_216925.1,279,hypothetical protein Rv2409c
2398,Rv2410c,mra:MRA_2435,A5U5A5,chromosome,NC_000962.3,2707333,2708310,-,885257,,NP_216926.1,325,hypothetical protein Rv2410c
2399,Rv2411c,mra:MRA_2436,A5U5A6,chromosome,NC_000962.3,2708310,2709965,-,885681,,NP_216927.1,551,hypothetical protein Rv2411c
2400,Rv2412,mra:MRA_2437,A5U5A7,chromosome,NC_000962.3,2710075,2710335,+,885676,rpsT,NP_216928.1,86,30S ribosomal protein S20
2401,Rv2413c,mra:MRA_2438,A5U5A8,chromosome,NC_000962.3,2710351,2711301,-,885666,,NP_216929.3,316,hypothetical protein Rv2413c
2402,Rv2414c,mra:MRA_2439,A5U5A9,chromosome,NC_000962.3,2711332,2712876,-,885667,,NP_216930.1,514,hypothetical protein Rv2414c
2403,Rv2415c,mra:MRA_2440,A5U5B0,chromosome,NC_000962.3,2712891,2713784,-,885697,,NP_216931.1,297,hypothetical protein Rv2415c
2404,Rv2416c,mra:MRA_2442,A5U5B1,chromosome,NC_000962.3,2714124,2715332,-,885903,eis,NP_216932.2,402,enhanced intracellular survival protein
2405,Rv2417c,mra:MRA_2443,A5U5B2,chromosome,NC_000962.3,2715472,2716314,-,885692,,NP_216933.1,280,DegV domain-containing protein
2406,Rv2418c,mra:MRA_2444,A5U5B3,chromosome,NC_000962.3,2716395,2717138,-,885304,,NP_216934.1,247,hypothetical protein Rv2418c
2407,Rv2419c,mra:MRA_2445,A5U5B4,chromosome,NC_000962.3,2717128,2717799,-,885727,gpgP,NP_216935.1,223,glucosyl-3-phosphoglycerate phosphatase
2408,Rv2420c,mra:MRA_2446,A5U5B5,chromosome,NC_000962.3,2717796,2718176,-,885677,,NP_216936.1,126,hypothetical protein Rv2420c
2409,Rv2421c,mra:MRA_2447,A5U5B6,chromosome,NC_000962.3,2718173,2718808,-,885457,nadD,NP_216937.1,211,nicotinate-nucleotide adenylyltransferase
2410,Rv2422,mra:MRA_2448,A5U5B7,chromosome,NC_000962.3,2719083,2719355,+,885531,,NP_216938.1,90,hypothetical protein Rv2422
2411,Rv2423,mra:MRA_2449,A5U5B8,chromosome,NC_000962.3,2719597,2720643,+,885516,,NP_216939.1,348,hypothetical protein Rv2423
2412,Rv2424c,mra:MRA_2450,A5U5B9,chromosome,NC_000962.3,2720776,2721777,-,885699,,NP_216940.1,333,transposase
2413,Rv2425c,mra:MRA_2451,A5U5C0,chromosome,NC_000962.3,2721866,2723308,-,885673,,NP_216941.1,480,hypothetical protein Rv2425c
2414,Rv2426c,mra:MRA_2452,A5U5C1,chromosome,NC_000962.3,2723308,2724183,-,885909,,NP_216942.1,291,hypothetical protein Rv2426c
2415,Rv2427c,mra:MRA_2453,A5U5C2,chromosome,NC_000962.3,2724230,2725477,-,885536,proA,NP_216943.1,415,gamma-glutamyl phosphate reductase
2416,Rv2428,mra:MRA_2455,A5U5C4,chromosome,NC_000962.3,2726193,2726780,+,885717,ahpC,NP_216944.1,195,alkyl hydroperoxide reductase subunit AhpC
2417,Rv2429,mra:MRA_2456,A5U5C5,chromosome,NC_000962.3,2726806,2727339,+,885959,ahpD,NP_216945.1,177,alkyl hydroperoxide reductase AphD
2418,Rv2430c,mra:MRA_2457,A5U5C6,chromosome,NC_000962.3,2727336,2727920,-,885945,PPE41,YP_177881.1,194,PPE family protein PPE41
2419,Rv2431c,mra:MRA_2458,A5U5C7,chromosome,NC_000962.3,2727967,2728266,-,885703,PE25,YP_177882.1,99,PE family protein PE25
2420,Rv2432c,mra:MRA_2458A,A5U5C8,chromosome,NC_000962.3,2728437,2728847,-,885075,,NP_216948.1,136,hypothetical protein Rv2432c
2421,Rv2433c,mra:MRA_2459,A5U5C9,chromosome,NC_000962.3,2728844,2729134,-,885579,,NP_216949.1,96,hypothetical protein Rv2433c
2422,Rv2434c,mra:MRA_2460,A5U5D0,chromosome,NC_000962.3,2729115,2730560,-,885885,,NP_216950.1,481,transmembrane protein
2423,Rv2435c,mra:MRA_2461,A5U5D1,chromosome,NC_000962.3,2730557,2732749,-,885891,,NP_216951.1,730,cyclase
2424,Rv2436,mra:MRA_2462,A5U5D2,chromosome,NC_000962.3,2733230,2734144,+,885671,rbsK,NP_216952.1,304,ribokinase RbsK
2425,Rv2437,mra:MRA_2463,A5U5D3,chromosome,NC_000962.3,2734376,2734795,+,885906,,NP_216953.1,139,transmembrane protein
2426,Rv2438c,mra:MRA_2464,A5U5D4,chromosome,NC_000962.3,2734792,2736831,-,885808,nadE,NP_216954.2,679,glutamine-dependent NAD(+) synthetase
2427,Rv2438A,,,chromosome,NC_000962.3,2736709,2736987,+,3205071,,YP_177671.1,92,hypothetical protein Rv2438A
2428,Rv2439c,mra:MRA_2465,A5U5D5,chromosome,NC_000962.3,2737117,2738247,-,885266,proB,NP_216955.1,376,glutamate 5-kinase protein
2429,Rv2440c,mra:MRA_2466,A5U5D6,chromosome,NC_000962.3,2738247,2739686,-,885900,obg,NP_216956.1,479,GTPase Obg
2430,Rv2441c,mra:MRA_2467,A5U5D7,chromosome,NC_000962.3,2739772,2740032,-,885919,rpmA,NP_216957.1,86,50S ribosomal protein L27
2431,Rv2442c,mra:MRA_2468,A5U5D8,chromosome,NC_000962.3,2740047,2740361,-,885715,rplU,NP_216958.1,104,50S ribosomal protein L21
2432,Rv2443,mra:MRA_2469,A5U5D9,chromosome,NC_000962.3,2740709,2742184,+,885745,dctA,NP_216959.1,491,C4-dicarboxylate-transport transmembrane protein DctA
2433,Rv2444c,mra:MRA_2470,A5U5E0,chromosome,NC_000962.3,2742123,2744984,-,885911,rne,NP_216960.1,953,ribonuclease E
2434,Rv2445c,mra:MRA_2471,A5U5E1,chromosome,NC_000962.3,2745314,2745724,-,885905,ndkA,NP_216961.1,136,nucleoside diphosphate kinase
2435,Rv2446c,mra:MRA_2472,A5U5E2,chromosome,NC_000962.3,2745767,2746138,-,885916,,NP_216962.1,123,integral membrane protein
2436,Rv2447c,mra:MRA_2473,A5U5E3,chromosome,NC_000962.3,2746135,2747598,-,885902,folC,NP_216963.1,487,folylpolyglutamate synthase FolC
2437,Rv2448c,mra:MRA_2474,A5U5E4,chromosome,NC_000962.3,2747595,2750225,-,885892,valS,NP_216964.1,876,valine--tRNA ligase
2438,Rv2449c,mra:MRA_2475,A5U5E5,chromosome,NC_000962.3,2750313,2751572,-,885894,,NP_216965.1,419,trans-acting enoyl reductase
2439,Rv2450c,mra:MRA_2476,A5U5E6,chromosome,NC_000962.3,2751662,2752180,-,885760,rpfE,NP_216966.1,172,resuscitation-promoting factor RpfE
2440,Rv2451,mra:MRA_2477,A5U5E7,chromosome,NC_000962.3,2752262,2752660,+,886025,,NP_216967.1,132,hypothetical protein Rv2451
2441,Rv2452c,mra:MRA_2478,A5U5E8,chromosome,NC_000962.3,2752848,2752994,-,885858,,NP_216968.1,48,hypothetical protein Rv2452c
2442,Rv2453c,mra:MRA_2479,A5U5E9,chromosome,NC_000962.3,2753018,2753623,-,885904,mobA,NP_216969.1,201,molybdenum cofactor guanylyltransferase
2443,Rv2454c,mra:MRA_2480,A5U5F0,chromosome,NC_000962.3,2753625,2754746,-,887435,,NP_216970.1,373,2-oxoglutarate oxidoreductase subunit KorB
2444,Rv2455c,mra:MRA_2481,A5U5F1,chromosome,NC_000962.3,2754743,2756704,-,887370,,NP_216971.1,653,2-oxoglutarate oxidoreductase subunit KorA
2445,Rv2456c,mra:MRA_2482,A5U5F2,chromosome,NC_000962.3,2756936,2758192,-,887340,,NP_216972.1,418,MFS-type transporter
2446,Rv2457c,mra:MRA_2483,A5U5F3,chromosome,NC_000962.3,2758208,2759488,-,888167,clpX,NP_216973.1,426,ATP-dependent CLP protease ATP-binding subunit ClpX
2447,Rv2458,mra:MRA_2484,A5U5F4,chromosome,NC_000962.3,2759779,2760687,+,885871,mmuM,NP_216974.1,302,homocysteine S-methyltransferase MmuM
2448,Rv2459,mra:MRA_2485,A5U5F5,chromosome,NC_000962.3,2760854,2762380,+,888191,,NP_216975.1,508,MFS-type transporter
2449,Rv2460c,mra:MRA_2486,A5U5F6,chromosome,NC_000962.3,2762531,2763175,-,888174,clpP2,NP_216976.1,214,ATP-dependent CLP protease proteolytic subunit 2
2450,Rv2461c,mra:MRA_2487,A5U5F7,chromosome,NC_000962.3,2763172,2763774,-,888176,clpP1,YP_177883.1,200,ATP-dependent CLP protease proteolytic subunit 1
2451,Rv2462c,mra:MRA_2488,A5U5F8,chromosome,NC_000962.3,2763891,2765291,-,888615,tig,NP_216978.1,466,trigger factor
2452,Rv2463,mra:MRA_2489,A5U5F9,chromosome,NC_000962.3,2765655,2766839,+,888572,lipP,NP_216979.1,394,esterase/lipase LipP
2453,Rv2464c,mra:MRA_2490,A5U5G0,chromosome,NC_000962.3,2766859,2767665,-,888500,,NP_216980.1,268,DNA glycosylase
2454,Rv2465c,mra:MRA_2491,A5U5G1,chromosome,NC_000962.3,2767671,2768159,-,887225,rpiB,YP_177884.1,162,ribose-5-phosphate isomerase B
2455,Rv2466c,mra:MRA_2304,A5U4W9,chromosome,NC_000962.3,2768261,2768884,-,888214,,NP_216982.1,207,hypothetical protein Rv2466c
2456,Rv2467,mra:MRA_2493,A5U5G3,chromosome,NC_000962.3,2768986,2771571,+,887403,pepN,YP_177885.1,861,aminopeptidase PepN
2457,Rv2468c,mra:MRA_2494,A5U5G4,chromosome,NC_000962.3,2771644,2772147,-,887767,,NP_216984.1,167,hypothetical protein Rv2468c
2458,Rv2468A,,,chromosome,NC_000962.3,2772098,2772331,-,14515866,,YP_007411168.1,77,hypothetical protein Rv2468A
2459,Rv2469c,mra:MRA_2495,A5U5G5,chromosome,NC_000962.3,2772367,2773035,-,888591,,NP_216985.1,222,hypothetical protein Rv2469c
2460,Rv2470,mra:MRA_2496,A5U5G6,chromosome,NC_000962.3,2773178,2773564,+,887743,glbO,NP_216986.1,128,hemoglobin GlbO
2461,Rv2471,mra:MRA_2497,A5U5G7,chromosome,NC_000962.3,2773564,2775204,+,887393,aglA,NP_216987.1,546,alpha-glucosidase AglA
2462,Rv2472,mra:MRA_2498,A5U5G8,chromosome,NC_000962.3,2775272,2775565,+,887255,,NP_216988.1,97,hypothetical protein Rv2472
2463,Rv2473,mra:MRA_2499,A5U5G9,chromosome,NC_000962.3,2775568,2776284,+,888163,,NP_216989.1,238,hypothetical protein Rv2473
2464,Rv2474c,mra:MRA_2500,A5U5H0,chromosome,NC_000962.3,2776316,2776969,-,888606,,NP_216990.1,217,hypothetical protein Rv2474c
2465,Rv2475c,mra:MRA_2500A,A5U5H1,chromosome,NC_000962.3,2776975,2777391,-,887793,,NP_216991.1,138,hypothetical protein Rv2475c
2466,Rv2476c,mra:MRA_2501,A5U5H2,chromosome,NC_000962.3,2777388,2782262,-,887437,gdh,NP_216992.1,1624,NAD-dependent glutamate dehydrogenase
2467,Rv2477c,mra:MRA_2502,A5U5H3,chromosome,NC_000962.3,2782366,2784042,-,887757,,NP_216993.1,558,macrolide ABC transporter ATP-binding protein
2468,Rv2478c,mra:MRA_2503,A5U5H4,chromosome,NC_000962.3,2784123,2784608,-,887304,,NP_216994.1,161,hypothetical protein Rv2478c
2469,Rv2481c,mra:MRA_2506,A5U5H7,chromosome,NC_000962.3,2786575,2786898,-,887462,,NP_216997.1,107,hypothetical protein Rv2481c
2470,Rv2482c,mra:MRA_2507,A5U5H8,chromosome,NC_000962.3,2786914,2789283,-,887848,plsB2,NP_216998.1,789,glycerol-3-phosphate acyltransferase
2471,Rv2483c,mra:MRA_2508,A5U5H9,chromosome,NC_000962.3,2789280,2791022,-,887744,plsC,NP_216999.1,580,bifunctional L-3-phosphoserine phosphatase/1-acyl-sn-glycerol-3-phosphate acyltransferase
2472,Rv2484c,mra:MRA_2509,A5U5I0,chromosome,NC_000962.3,2791019,2792494,-,888623,,NP_217000.1,491,diacyglycerol O-acyltransferase
2473,Rv2485c,mra:MRA_2510,A5U5I1,chromosome,NC_000962.3,2792723,2793988,-,887876,lipQ,NP_217001.1,421,carboxylesterase LipQ
2474,Rv2486,mra:MRA_2511,A5U5I2,chromosome,NC_000962.3,2794350,2795120,+,887894,echA14,NP_217002.1,256,enoyl-CoA hydratase EchA14
2475,Rv2487c,mra:MRA_2512,A5U5I3,chromosome,NC_000962.3,2795301,2797385,-,887909,PE_PGRS42,YP_177886.1,694,PE-PGRS family protein PE_PGRS42
2476,Rv2488c,mra:MRA_2513,A5U5I4,chromosome,NC_000962.3,2797467,2800880,-,887997,,NP_217004.1,1137,LuxR family transcriptional regulator
2477,Rv2489c,mra:MRA_2514,A5U5I5,chromosome,NC_000962.3,2800846,2801145,-,888937,,NP_217005.1,99,hypothetical protein Rv2489c
2478,Rv2490c,mra:MRA_2515,A5U5I6,chromosome,NC_000962.3,2801254,2806236,-,887941,PE_PGRS43,YP_177887.1,1660,PE-PGRS family protein PE_PGRS43
2479,Rv2490a,mra:MRA_2516,A5U5I7,chromosome,NC_000962.3,2806323,2806529,-,19394681,,YP_009030040.1,68,hypothetical protein Rv2490a
2480,Rv2491,mra:MRA_2517,A5U5I8,chromosome,NC_000962.3,2806665,2807288,+,887780,,NP_217007.1,207,hypothetical protein Rv2491
2481,Rv2492,mra:MRA_2518,A5U5I9,chromosome,NC_000962.3,2807278,2808030,+,887436,,NP_217008.1,250,hypothetical protein Rv2492
2482,Rv2493,mra:MRA_2519,A5U5J0,chromosome,NC_000962.3,2808083,2808304,+,887480,vapB38,NP_217009.1,73,antitoxin VapB38
2483,Rv2494,mra:MRA_2520,A5U5J1,chromosome,NC_000962.3,2808310,2808735,+,887700,vapC38,NP_217010.1,141,ribonuclease VapC38
2484,Rv2495c,mra:MRA_2521,A5U5J2,chromosome,NC_000962.3,2808758,2809939,-,888237,bkdC,NP_217011.1,393,branched-chain keto acid dehydrogenase E2 component
2485,Rv2496c,mra:MRA_2522,A5U5J3,chromosome,NC_000962.3,2809936,2810982,-,888571,bkdB,NP_217012.1,348,branched-chain keto acid dehydrogenase E1 component subunit beta
2486,Rv2497c,mra:MRA_2523,A5U5J4,chromosome,NC_000962.3,2810993,2812096,-,888583,bkdA,NP_217013.1,367,branched-chain keto acid dehydrogenase E1 component subunit alpha
2487,Rv2498c,mra:MRA_2524,A5U5J5,chromosome,NC_000962.3,2812355,2813176,-,887466,citE,NP_217014.1,273,citrate (pro-3S)-lyase subunit beta
2488,Rv2499c,mra:MRA_2525,A5U5J6,chromosome,NC_000962.3,2813173,2813730,-,888584,,NP_217015.1,185,oxidase regulatory-like protein
2489,Rv2500c,mra:MRA_2526,A5U5J7,chromosome,NC_000962.3,2813727,2814911,-,888541,fadE19,NP_217016.1,394,acyl-CoA dehydrogenase FadE19
2490,Rv2501c,mra:MRA_2527,A5U5J8,chromosome,NC_000962.3,2814916,2816880,-,887309,accA1,NP_217017.1,654,acetyl-/propionyl-CoA carboxylase subunit alpha
2491,Rv2502c,mra:MRA_2528,A5U5J9,chromosome,NC_000962.3,2816885,2818474,-,887168,accD1,NP_217018.1,529,acetyl-/propionyl-CoA carboxylase subunit beta
2492,Rv2503c,mra:MRA_2529,A5U5K0,chromosome,NC_000962.3,2818471,2819127,-,888502,scoB,NP_217019.1,218,succinyl-CoA:3-ketoacid-CoA transferase subunit B
2493,Rv2504c,mra:MRA_2530,A5U5K1,chromosome,NC_000962.3,2819124,2819870,-,888503,scoA,NP_217020.1,248,succinyl-CoA:3-ketoacid-CoA transferase subunit A
2494,Rv2505c,mra:MRA_2531,A5U5K2,chromosome,NC_000962.3,2819953,2821596,-,887774,fadD35,NP_217021.1,547,fatty-acid--CoA ligase FadD35
2495,Rv2506,mra:MRA_2532,A5U5K3,chromosome,NC_000962.3,2821712,2822359,+,888516,,NP_217022.1,215,TetR family transcriptional regulator
2496,Rv2507,mra:MRA_2533,A5U5K4,chromosome,NC_000962.3,2822438,2823259,+,888244,,NP_217023.1,273,hypothetical protein Rv2507
2497,Rv2508c,mra:MRA_2534,A5U5K5,chromosome,NC_000962.3,2823256,2824593,-,888527,,NP_217024.1,445,integral membrane protein
2498,Rv2509,mra:MRA_2535,A5U5K6,chromosome,NC_000962.3,2824678,2825484,+,888526,,NP_217025.1,268,short-chain type dehydrogenase/reductase
2499,Rv2510c,mra:MRA_2536,A5U5K7,chromosome,NC_000962.3,2825488,2827089,-,888613,,NP_217026.1,533,hypothetical protein Rv2510c
2500,Rv2511,mra:MRA_2537,A5U5K8,chromosome,NC_000962.3,2827157,2827804,+,888633,orn,NP_217027.1,215,oligoribonuclease
2501,Rv2512c,mra:MRA_1208,A5U1P7,chromosome,NC_000962.3,2828556,2829803,-,888515,,NP_217028.1,415,insertion sequence element IS1081 transposase
2502,Rv2512a,mra:MRA_2539,A5U5L0,chromosome,NC_000962.3,2829954,2830139,+,19394682,,YP_009030041.1,61,hypothetical protein Rv2512a
2503,Rv2513,mra:MRA_2540,A5U5L1,chromosome,NC_000962.3,2830161,2830583,+,887808,,NP_217029.1,140,hypothetical protein Rv2513
2504,Rv2514c,mra:MRA_2541,A5U5L2,chromosome,NC_000962.3,2830877,2831338,-,887878,,NP_217030.1,153,hypothetical protein Rv2514c
2505,Rv2515c,mra:MRA_2542,A5U5L3,chromosome,NC_000962.3,2831344,2832591,-,887812,,NP_217031.1,415,hypothetical protein Rv2515c
2506,Rv2516c,mra:MRA_2543,A5U5L4,chromosome,NC_000962.3,2832710,2833513,-,887186,,NP_217032.2,267,hypothetical protein Rv2516c
2507,Rv2517c,mra:MRA_2544,A5U5L5,chromosome,NC_000962.3,2833510,2833761,-,887673,,NP_217033.1,83,hypothetical protein Rv2517c
"2508,Rv2518c,mra:MRA_2545,A5U5L6,chromosome,NC_000962.3,2834109,2835335,-,888160,ldtB,NP_217034.1,408,""L,D-transpeptidase LdtB"""
2509,Rv2519,mra:MRA_2546,A5U5L7,chromosome,NC_000962.3,2835785,2837263,+,888172,PE26,YP_177888.1,492,PE family protein PE26
2510,Rv2520c,mra:MRA_2547,A5U5L8,chromosome,NC_000962.3,2837388,2837615,-,887804,,NP_217036.1,75,membrane protein
2511,Rv2521,mra:MRA_2548,A5U5L9,chromosome,NC_000962.3,2837684,2838157,+,887694,bcp,NP_217037.1,157,peroxiredoxin
2512,Rv2522c,mra:MRA_2549,A5U5M0,chromosome,NC_000962.3,2838129,2839541,-,887375,,NP_217038.1,470,hypothetical protein Rv2522c
2513,Rv2523c,mra:MRA_2550,A5U5M1,chromosome,NC_000962.3,2839538,2839930,-,888626,acpS,NP_217039.1,130,holo-ACP synthase
2514,Rv2524c,mra:MRA_2551,A5U5M2,chromosome,NC_000962.3,2840123,2849332,-,887704,fas,NP_217040.1,3069,fatty acid synthase
2515,Rv2525c,mra:MRA_2552,A5U5M3,chromosome,NC_000962.3,2849852,2850574,-,888612,,NP_217041.1,240,hypothetical protein Rv2525c
2516,Rv2526,mra:MRA_2553,A5U5M4,chromosome,NC_000962.3,2851091,2851318,+,888254,vapB17,NP_217042.1,75,antitoxin VapB17
2517,Rv2527,mra:MRA_2554,A5U5M5,chromosome,NC_000962.3,2851315,2851716,+,887266,vapC17,NP_217043.1,133,ribonuclease VapC17
2518,Rv2528c,mra:MRA_2555,A5U5M6,chromosome,NC_000962.3,2851751,2852671,-,887150,mrr,NP_217044.1,306,restriction system protein
2519,Rv2529,mra:MRA_2556,A5U5M7,chromosome,NC_000962.3,2852875,2854266,+,887153,,NP_217045.1,463,hypothetical protein Rv2529
2520,Rv2530c,mra:MRA_2557,A5U5M8,chromosome,NC_000962.3,2854267,2854686,-,887192,vapC39,NP_217046.1,139,ribonuclease VapC39
2521,Rv2530A,mra:MRA_2558,A5U5M9,chromosome,NC_000962.3,2854683,2854907,-,3205085,vapB39,YP_177672.1,74,antitoxin VapB39
2522,Rv2531c,mra:MRA_2559,A5U5N0,chromosome,NC_000962.3,2854938,2857781,-,887216,,YP_177889.1,947,amino acid decarboxylase
2523,Rv2532c,mra:MRA_2560,A5U5N1,chromosome,NC_000962.3,2857853,2858254,-,887152,,NP_217048.1,133,hypothetical protein Rv2532c
